Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
50,"S Westland, L Iovine, JM Bishop","Kubelka-munk or neural networks for computer colorant formulation?",2002,"9th Congress of the …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/4421/0000/Kubelka-Munk-or-neural-networks-for-computer-colorant-formulation/10.1117/12.464656.short","https://scholar.google.com/scholar?cites=18162072944572592283&as_sdt=2005&sciodt=2007&hl=en",35,"2024-02-09 13:10:22","","10.1117/12.464656.short","","",,,,,50,2.27,17,3,22,"… Kubelka-Munk theory allows the prediction of spectral … It has been shown that the Kubelka-Munk coefficients K and S are related to, … 1.1 Kubelka-Munk model The Kubelka-Munk …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=a021a881f8e7a8d2d9510c84eb50abdcbb543fd3","https://scholar.google.com/scholar?q=related:m3D7xR2lDPwJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
43,"KT Mehta, MC Bhavsar, PM Vora, HS Shah","Estimation of the Kubelka—Munk scattering coefficient from single particle scattering parameters",1984,"Dyes and Pigments","Elsevier","https://www.sciencedirect.com/science/article/pii/0143720884800273","https://scholar.google.com/scholar?cites=8793429217461687225&as_sdt=2005&sciodt=2007&hl=en",36,"2024-02-09 13:10:22","","","","",,,,,43,1.08,11,4,40,"Computer colour matching of paints is based on the determination of the Kubelka—Munk absorption (K) and scattering coefficients (S) of pigments. K and S are sensitive to particle size …","","https://scholar.google.com/scholar?q=related:uVNYoEiJCHoJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
82,"SN Thennadil","Relationship between the Kubelka-Munk scattering and radiative transfer coefficients",2008,"JOSA A","opg.optica.org","https://opg.optica.org/abstract.cfm?uri=josaa-25-7-1480","https://scholar.google.com/scholar?cites=16432491152748589569&as_sdt=2005&sciodt=2007&hl=en",37,"2024-02-09 13:10:22","","","","",,,,,82,5.13,82,1,16,"The relationship between the Kubelka-Munk (KM) and the transport scattering coefficient is obtained through a semi-empirical approach. This approach gives the same result as that …","https://eprints.ncl.ac.uk/file_store/production/56083/443160CC-EDD6-40E5-86FF-EF2D274D1EAD.pdf","https://scholar.google.com/scholar?q=related:ATJU7qPvC-QJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
31,"JS Arney, J Chauvin, J Nauman…","Kubelka-Munk theory and the MTF of paper",2003,"Journal of Imaging …","library.imaging.org","https://library.imaging.org/admin/apis/public/api/ist/website/downloadArticle/jist/47/4/art00007","https://scholar.google.com/scholar?cites=8496480765302053520&as_sdt=2005&sciodt=2007&hl=en",38,"2024-02-09 13:10:22","PDF","","","",,,,,31,1.48,8,4,21,"… One, the Kubelka– Munk theory, has been used extensively and quite successfully in the … paper MTF and Kubelka– Munk theory. As will be shown, Kubelka–Munk theory provides most, …","https://library.imaging.org/admin/apis/public/api/ist/website/downloadArticle/jist/47/4/art00007","https://scholar.google.com/scholar?q=related:kJrEYD2Q6XUJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
15,"MG Bandpay, F Ameri, K Ansari, S Moradian","Mathematical and empirical evaluation of accuracy of the Kubelka–Munk model for color match prediction of opaque and translucent surface coatings",2018,"Journal of Coatings …","Springer","https://link.springer.com/article/10.1007/s11998-018-0056-5","https://scholar.google.com/scholar?cites=15078384009822945760&as_sdt=2005&sciodt=2007&hl=en",39,"2024-02-09 13:10:22","","10.1007/s11998-018-0056-5","","",,,,,15,2.50,4,4,6,"Attempts were made to evaluate mathematically and empirically the accuracy of the Kubelka–Munk model for color match prediction of opaque and translucent surface coatings in the …","","https://scholar.google.com/scholar?q=related:4EFtRF4uQdEJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
68,"SH Amirshahi, MT Pailthorpe","Applying the Kubelka-Munk equation to explain the color of blends prepared from precolored fibers",1994,"Textile research journal","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/004051759406400608","https://scholar.google.com/scholar?cites=946678029969811712&as_sdt=2005&sciodt=2007&hl=en",40,"2024-02-09 13:10:22","","10.1177/004051759406400608","","",,,,,68,2.27,34,2,30,"… the basic form of Kubelka-Munk theory. … Kubelka-Munk theory for blends of fibers. Later Walowit et al. [ 13, 14 ] published their papers dealing with the determination of the KubelkaMunk …","","https://scholar.google.com/scholar?q=related:AGkEDadGIw0J:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
30,"R Yuan, M Guo, C Li, S Chen, G Liu, J He…","Detection of early bruises in jujubes based on reflectance, absorbance and Kubelka-Munk spectral data",2022,"Postharvest Biology and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925521421003495","https://scholar.google.com/scholar?cites=8427120499476598165&as_sdt=2005&sciodt=2007&hl=en",41,"2024-02-09 13:10:22","","","","",,,,,30,15.00,4,7,2,"… In the present work, the spectra of reflectance (R), absorbance (A) and Kubelka-Munk (KM) in Lingwu were obtained by hyperspectral imaging, and applied to non-destructively detect …","","https://scholar.google.com/scholar?q=related:lQ23CnIl83QJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
151,"M Otsuka","Comparative particle size determination of phenacetin bulk powder by using Kubelka–Munk theory and principal component regression analysis based on near …",2004,"Powder Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0032591004000634","https://scholar.google.com/scholar?cites=14413125254513999706&as_sdt=2005&sciodt=2007&hl=en",42,"2024-02-09 13:10:22","","","","",,,,,151,7.55,151,1,20,"… of particle size on Kubelka–Munk theoretical light diffusion of … NIR spectra based on Kubelka and Munk light scattering theory. … was clarified by using Kubelka–Munk scattering theory. …","https://www.academia.edu/download/76727019/j.powtec.2004.01.02520211217-18053-t9ti83.pdf","https://scholar.google.com/scholar?q=related:Wr-EEg61BcgJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
40,"P Edström","Comparison of the DORT2002 radiative transfer solution method and the Kubelka-Munk model",2004,"Nordic Pulp &Paper Research Journal","degruyter.com","https://www.degruyter.com/document/doi/10.3183/npprj-2004-19-03-p397-403/html","https://scholar.google.com/scholar?cites=2872550414669417605&as_sdt=2005&sciodt=2007&hl=en",43,"2024-02-09 13:10:22","","10.3183/npprj-2004-19-03-p397-403","","",,,,,40,2.00,40,1,20,"… of the Kubelka-Munk and … of KubelkaMunk and DORT2002 to a number of test problems, provides and discusses important numerical results, and specifically notes that Kubelka-Munk …","https://www.diva-portal.org/smash/get/diva2:27718/FULLTEXT01.pdf","https://scholar.google.com/scholar?q=related:hYzF-WFZ3ScJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
69,"M Doi, S Tominaga","Spectral estimation of human skin color using the Kubelka-Munk theory",2003,"Color Imaging VIII: Processing, Hardcopy …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/5008/0000/Spectral-estimation-of-human-skin-color-using-the-Kubelka-Munk/10.1117/12.472026.short","https://scholar.google.com/scholar?cites=13572790882469983087&as_sdt=2005&sciodt=2007&hl=en",44,"2024-02-09 13:10:22","","10.1117/12.472026.short","","",,,,,69,3.29,35,2,21,"… using the Kubelka-Munk theory. First, human skin is modeled as two layers of turbid materials. Second, we describe the reflectance estimation problem as the Kubelka-Munk equations …","","https://scholar.google.com/scholar?q=related:b7NIWGU9XLwJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
28,"K Hoffman","Applications of the Kubelka-Munk color model to xerographic images",1998,"","scholarworks.rit.edu","https://scholarworks.rit.edu/theses/6759/","https://scholar.google.com/scholar?cites=10073151105606209661&as_sdt=2005&sciodt=2007&hl=en",45,"2024-02-09 13:10:22","","","","",,,,,28,1.08,28,1,26,"The Kubelka-Munk color model describes the reflectance of a color sample as a function of: an absorption spectrum, K (λ), a scattering spectrum, S (λ), the sample thickness, X, and the …","https://scholarworks.rit.edu/cgi/viewcontent.cgi?article=7764&context=theses","https://scholar.google.com/scholar?q=related:fdB9io8Fy4sJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
137,"LF Gate","Comparison of the photon diffusion model and Kubelka-Munk equation with the exact solution of the radiative transport equation",1974,"Applied optics","opg.optica.org","https://opg.optica.org/abstract.cfm?uri=ao-13-2-236","https://scholar.google.com/scholar?cites=11919148843341885383&as_sdt=2005&sciodt=2007&hl=en",46,"2024-02-09 13:10:22","","","","",,,,,137,2.74,137,1,50,"… In terms of the Kubelka-Munk coefficients, we may write the … 2, where the Kubelka-Munk remission function in the … cross sections and the Kubelka-Munk coefficients has also been …","","https://scholar.google.com/scholar?q=related:x69mALlSaaUJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
5,"HN Yoshimura, MM Pinto, E Lima…","Optical properties of dental bioceram‐ics evaluated by Kubelka-Munk model",2013,"… Science–Proc‐essing …","books.google.com","https://books.google.com/books?hl=en&lr=&id=qR5rAAAAQBAJ&oi=fnd&pg=PA71&dq=kubelka+munk&ots=eKW3WGzZup&sig=L7g6vDLWMA9R6zKcel7TcJpYpsY","https://scholar.google.com/scholar?cites=2870517027350773219&as_sdt=2005&sciodt=2007&hl=en",47,"2024-02-09 13:10:22","","","","",,,,,5,0.45,1,4,11,"… The aim of this work was to investigate the optical behavior of bioceramics used for dental restorations by Kubelka-Munk (KM) model. Samples of a vacuum-sintered porcelain and three …","https://ktabpdf.com/uploads/files/[KtabPDF.Com]KEdvuyUe8Km.pdf","https://scholar.google.com/scholar?q=related:4_3zGAcg1icJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
47,"LM Schabbach, F Bondioli, MC Fredel","Color prediction with simplified Kubelka–Munk model in glazes containing Fe2O3–ZrSiO4 coral pink pigments",2013,"Dyes and pigments","Elsevier","https://www.sciencedirect.com/science/article/pii/S0143720813003070","https://scholar.google.com/scholar?cites=16503508706087844010&as_sdt=2005&sciodt=2007&hl=en",48,"2024-02-09 13:10:22","","","","",,,,,47,4.27,16,3,11,"… opaque glaze was carried out with the Kubelka–Munk model. Subsequent to the physical … was performed with the simplified Kubelka–Munk model proposed for zircon pigments. In …","https://www.academia.edu/download/89185120/j.dyepig.2013.08.00920220801-1-1y1784v.pdf","https://scholar.google.com/scholar?q=related:qrjulbo9COUJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
26,"RS Berns, M Mohammadi","Evaluating single-and two-constant Kubelka-Munk turbid media theory for instrumental-based inpainting",2007,"Studies in conservation","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1179/sic.2007.52.4.299","https://scholar.google.com/scholar?cites=10826467326988311281&as_sdt=2005&sciodt=2007&hl=en",49,"2024-02-09 13:10:22","","10.1179/sic.2007.52.4.299","","",,,,,26,1.53,13,2,17,"… the single-constant form of Kubelka-Munk (KM) turbid media … the single-constant form of Kubelka-Munk (KM) turbid media … la forme de la constante simple de Kubelka-Munk (KM) de la …","","https://scholar.google.com/scholar?q=related:8dqCPaxWP5YJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
68,"J Shen, Y Li, JH He","On the Kubelka–Munk absorption coefficient",2016,"Dyes and Pigments","researchgate.net","https://www.researchgate.net/profile/Ji-Huan-He-2/publication/288022230_On_the_Kubelka-Munk_absorption_coefficient/links/5d775e7892851cacdb2e07e9/On-the-Kubelka-Munk-absorption-coefficient.pdf","https://scholar.google.com/scholar?cites=14646504910433233387&as_sdt=2005&sciodt=2007&hl=en",50,"2024-02-09 13:10:22","PDF","","","",,,,,68,8.50,23,3,8,"abstract The KubelkaeMunk equation is solved approximately for paint films with finite thickness, an inequality is induced in the solution process, and a minimal KubelkaeMunk …","https://www.researchgate.net/profile/Ji-Huan-He-2/publication/288022230_On_the_Kubelka-Munk_absorption_coefficient/links/5d775e7892851cacdb2e07e9/On-the-Kubelka-Munk-absorption-coefficient.pdf","https://scholar.google.com/scholar?q=related:6yljk53WQssJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
46,"B Spangenberg","Does the Kubelka-Munk theory describe TLC evaluations correctly?",2006,"JPC-Journal of Planar Chromatography-Modern …","akjournals.com","https://akjournals.com/view/journals/1006/19/111/article-p332.xml","https://scholar.google.com/scholar?cites=4134065558214878638&as_sdt=2005&sciodt=2007&hl=en",51,"2024-02-09 13:10:22","","","","",,,,,46,2.56,46,1,18,"… –Munk theory is valid for isotropic scattering only. In the absence of this constraint classical Kubelka–Munk … This can be achieved by modification of the original Kubelka–Munk equation. …","","https://scholar.google.com/scholar?q=related:riWT07gmXzkJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
129,"JC Ragain Jr, WM Johnston","Accuracy of Kubelka-Munk reflectance theory applied to human dentin and enamel",2001,"Journal of Dental Research","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/00220345010800020901","https://scholar.google.com/scholar?cites=2186820539096711720&as_sdt=2005&sciodt=2007&hl=en",52,"2024-02-09 13:10:22","","10.1177/00220345010800020901","","",,,,,129,5.61,65,2,23,"… The Kubelka-Munk (KM) theory provides a reflectance model for translucent materials placed on backings of different colors. We hypothesize that Kubelka-Munk (KM) theoretical diffuse …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=1831411ad01b7cd3ec7ef31de90b46e6f74e164a","https://scholar.google.com/scholar?q=related:KEJjrLElWR4J:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
57,"RS Berns, M Mohammadi","Single‐constant simplification of Kubelka‐Munk turbid‐media theory for paint systems—A review",2007,"… by Inter‐Society Color Council, The …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/col.20309","https://scholar.google.com/scholar?cites=8611839719499669157&as_sdt=2005&sciodt=2007&hl=en",53,"2024-02-09 13:10:22","","10.1002/col.20309","","",,,,,57,3.35,29,2,17,"For opaque coloration systems, Kubelka‐Munk turbid media theory is used commonly to model optical mixing behavior. Most educational publications on the subject use opaque paint …","","https://scholar.google.com/scholar?q=related:pZ5g75hmg3cJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
5,"Y Yin, Y Zhang, Z Huang, H Xin, X Hu…","A kinetic research method for coal oxidation based on the Kubelka-Munk equation and the Starink method",2024,"Combustion Science …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/00102202.2022.2072685","https://scholar.google.com/scholar?cites=14376276405968402417&as_sdt=2005&sciodt=2007&hl=en",54,"2024-02-09 13:10:22","","10.1080/00102202.2022.2072685","","",,,,,5,5.00,1,6,1,"… In 1931, Kubelka and Munk published the Kubelka-Munk equation for … Kubelka-munk theory is to describe the diffuse reflection … According to Lambert-Beer’s law and the Kubelka-Munk …","","https://scholar.google.com/scholar?q=related:8XeT8jjLgscJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
59,"C Sandoval, AD Kim","Deriving Kubelka–Munk theory from radiative transport",2014,"JOSA A","opg.optica.org","https://opg.optica.org/abstract.cfm?uri=josaa-31-3-628","https://scholar.google.com/scholar?cites=13060548921369768945&as_sdt=2005&sciodt=2007&hl=en",55,"2024-02-09 13:10:22","","","","",,,,,59,5.90,30,2,10,"… We derive Kubelka–Munk (KM) theory systematically from the radiative transport equation (… The generalized Kubelka–Munk (gKM) equations are also much more accurate at …","https://www.researchgate.net/profile/Chris-Sandoval/publication/261290925_Deriving_Kubelka-Munk_theory_from_radiative_transport/links/55bab30008ae9289a0927854/Deriving-Kubelka-Munk-theory-from-radiative-transport.pdf","https://scholar.google.com/scholar?q=related:8TPb1QtkQLUJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
3,"M Adobes-Martín, N Alcón, MV López-Mollá…","Digital Tools for Translucence Evaluation of Prosthodontic Materials: Application of Kubelka-Munk Theory",2022,"International Journal of …","mdpi.com","https://www.mdpi.com/1660-4601/19/8/4697","https://scholar.google.com/scholar?cites=9997850091275579858&as_sdt=2005&sciodt=2007&hl=en",56,"2024-02-09 13:10:22","HTML","","","",,,,,3,1.50,1,4,2,"… First, we applied an adaptation of the Kubelka-Munk theory to evaluate the scattering and absorption coefficients for translucency characterization of different prosthodontic materials and…","https://www.mdpi.com/1660-4601/19/8/4697","https://scholar.google.com/scholar?q=related:0nEW6K9_v4oJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
17,"M Yang, W Xu, J Li, Z Zhou, Y Lu","A modified version of BRDF model based on Kubelka-Munk theory for coating materials",2019,"Optik","Elsevier","https://www.sciencedirect.com/science/article/pii/S0030402619308599","https://scholar.google.com/scholar?cites=442953254205081968&as_sdt=2005&sciodt=2007&hl=en",57,"2024-02-09 13:10:22","","","","",,,,,17,3.40,3,5,5,"… Kubelka-Munk (K–M) theory. In this model, a mirror parameter, related to the surface roughness and reflectance, is introduced to adjust this model, and the volume scattering component …","","https://scholar.google.com/scholar?q=related:cEn_SKOvJQYJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
14,"HS Shah, FW Billmeyer Jr","Kubelka‐munk analysis of absorptance in the presence of scattering, including surface‐reflection correction to transmittance",1985,"Color Research &Application","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/col.5080100107","https://scholar.google.com/scholar?cites=8448603911307560244&as_sdt=2005&sciodt=2007&hl=en",58,"2024-02-09 13:10:22","","10.1002/col.5080100107","","",,,,,14,0.36,7,2,39,"… However, in this case attempts to use the Kubelka-Munk turbidmedium theory to compute the results do not lead to an accurate and adequate explanation. If surface-reflection …","","https://scholar.google.com/scholar?q=related:NIV2pX54P3UJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
46,"T Ma, WM Johnston, A Koran","The color accuracy of the Kubelka-Munk theory for various colorants in maxillofacial prosthetic material",1987,"Journal of Dental Research","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/00220345870660090601","https://scholar.google.com/scholar?cites=8995854211763293507&as_sdt=2005&sciodt=2007&hl=en",59,"2024-02-09 13:10:22","","10.1177/00220345870660090601","","",,,,,46,1.24,15,3,37,"The reflectance model developed by Kubelka and Munk was evaluated for agreement in color prediction of thick pigmented samples and for linearity of optical absorption and scattering …","https://deepblue.lib.umich.edu/bitstream/handle/2027.42/67968/10.1177_00220345870660090601.pdf?sequence=2","https://scholar.google.com/scholar?q=related:Q01aV76x13wJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
33,"Y Zhao, RS Berns","Predicting the spectral reflectance factor of translucent paints using Kubelka‐Munk turbid media theory: Review and evaluation",2009,"… Research &Application: Endorsed by Inter …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/col.20525","https://scholar.google.com/scholar?cites=8644712803104380003&as_sdt=2005&sciodt=2007&hl=en",60,"2024-02-09 13:10:22","","10.1002/col.20525","","",,,,,33,2.20,17,2,15,"The use of Kubelka‐Munk (K‐M) turbid media theory in predicting the spectral reflectance factor of an opaque specimen from the specimen's constituent optical constants is well …","","https://scholar.google.com/scholar?q=related:Y9ROJn4w-HcJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
17,"DP Law, AB Blakeney…","The Kubelka–Munk equation: some practical considerations",1996,"Journal of Near Infrared …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1255/jnirs.89","https://scholar.google.com/scholar?cites=8768753095878490206&as_sdt=2005&sciodt=2007&hl=en",61,"2024-02-09 13:10:22","","10.1255/jnirs.89","","",,,,,17,0.61,6,3,28,"… They used the Kubelka–Munk equation and three samples of wheat ground on three … This paper explores the applicability of the Kubelka–Munk equation to moisture changes in the …","","https://scholar.google.com/scholar?q=related:XrjxWnvesHkJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
43,"HG Hecht","A Comparison of the Kubelka-Munk, Rozenberg, and Pitts-Giovanelli methods of analysis of diffuse reflectance for several model systems",1983,"Applied Spectroscopy","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1366/0003702834634361","https://scholar.google.com/scholar?cites=11223078163480162958&as_sdt=2005&sciodt=2007&hl=en",62,"2024-02-09 13:10:22","","10.1366/0003702834634361","","",,,,,43,1.05,43,1,41,"… 22 large deviations from Kubelka-Munk behavior were expected; this has been confirmed in the present work. Fig. 5 illustrates the nature of the Kubelka-Munk fit for a representative set …","","https://scholar.google.com/scholar?q=related:jrKtlCBiwJsJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
3,"RA de la Osa, A Fernández, Y Gutiérrez…","The extended Kubelka-Munk theory and its application to colloidal systems",2017,"… on Applications of …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/10453/104531F/The-extended-Kubelka-Munk-theory-and-its-application-to-colloidal/10.1117/12.2272115.short","https://scholar.google.com/scholar?cites=1023357100362025582&as_sdt=2005&sciodt=2007&hl=en",63,"2024-02-09 13:10:22","","10.1117/12.2272115.short","","",,,,,3,0.43,1,4,7,"The use of nanoparticles is spreading in many fields and a frequent way of preparing them is in the form of colloids, whose characterization becomes increasingly important. The …","","https://scholar.google.com/scholar?q=related:bspzXdyxMw4J:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
41,"HJ Wei, D Xing, GY Wu, Y Jin…","Optical properties of human normal small intestine tissue determined by Kubelka-Munk method in vitro",2003,"World journal of …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4656676/","https://scholar.google.com/scholar?cites=1838959522321944189&as_sdt=2005&sciodt=2007&hl=en",64,"2024-02-09 13:10:22","HTML","","","",,,,,41,1.95,8,5,21,"… tissue at 476.5 nm, 488 nm, 496.5 nm laser in the Kubelka-Munk two-flux model (P> 0.05). The … of human normal small intestine tissue in the Kubelka-Munk two-flux model at six different …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4656676/","https://scholar.google.com/scholar?q=related:fU5SPPFLhRkJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
39,"LM Schabbach, F Bondioli, AM Ferrari…","Colour in ceramic glazes: Efficiency of the Kubelka–Munk model in glazes with a black pigment and opacifier",2009,"Journal of the European …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0955221909001393","https://scholar.google.com/scholar?cites=8659057255869177302&as_sdt=2005&sciodt=2007&hl=en",65,"2024-02-09 13:10:22","","","","",,,,,39,2.60,10,4,15,"… In this work a simplification of the Kubelka–Munk method was used because the opaque … In this case the glaze can be considered as a component of the mixture in the Kubelka–Munk …","https://www.academia.edu/download/45057956/Colour_in_ceramic_glazes_Efficiency_of_t20160424-23440-7yp0lk.pdf","https://scholar.google.com/scholar?q=related:1t3ZUbImK3gJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
151,"EM Patterson, CE Shelden, BH Stockton","Kubelka-Munk optical properties of a barium sulfate white reflectance standard",1977,"Applied optics","opg.optica.org","https://opg.optica.org/abstract.cfm?uri=ao-16-3-729","https://scholar.google.com/scholar?cites=3501212835038217530&as_sdt=2005&sciodt=2007&hl=en",66,"2024-02-09 13:10:22","","","","",,,,,151,3.21,50,3,47,"We have measured the Kubelka-Munk scattering and absorption coefficients for a barium sulfate white reflectance standard. These measurements have been based on measurements …","","https://scholar.google.com/scholar?q=related:OsV984XOljAJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
0,"FM Abed, RS Berns","Kubelka-Munk Prediction for Dark Mixtures",,"researchgate.net","","https://www.researchgate.net/profile/Farhad-Moghareh-Abed/publication/323656636_Kubelka-Munk_Prediction_for_Dark_Mixtures/links/5aa2507eaca272d448b53fc2/Kubelka-Munk-Prediction-for-Dark-Mixtures.pdf","",67,"2024-02-09 13:10:22","PDF","","","",,,,,0,0.00,0,2,,"Of the available subtractive mixing theories, Kubelka-Munk (KM) describes the interaction of light and a medium through a simple set of equations, but for limited forms of matter and …","https://www.researchgate.net/profile/Farhad-Moghareh-Abed/publication/323656636_Kubelka-Munk_Prediction_for_Dark_Mixtures/links/5aa2507eaca272d448b53fc2/Kubelka-Munk-Prediction-for-Dark-Mixtures.pdf","https://scholar.google.com/scholar?q=related:fWF9mvNqwvQJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
49,"R Hu, Y Wang, Y Zou, X Chen, S Liu…","Study on phosphor sedimentation effect in white light-emitting diode packages by modeling multi-layer phosphors with the modified Kubelka-Munk theory",2013,"Journal of Applied Physics","pubs.aip.org","https://pubs.aip.org/aip/jap/article-abstract/113/6/063108/371457","https://scholar.google.com/scholar?cites=18052618206963844069&as_sdt=2005&sciodt=2007&hl=en",68,"2024-02-09 13:10:22","","","","",,,,,49,4.45,8,6,11,"… In this paper, we modified that Kubelka-Munk theory by taking account of the light scattering, … II, we would like to give a brief review of Kubelka-Munk theory, and then the modeling of …","https://www.researchgate.net/profile/Xiaobing-Luo-3/publication/257975224_Study_on_phosphor_sedimentation_effect_in_white_light-emitting_diode_packages_by_modeling_multi-layer_phosphors_with_the_modified_Kubelka-Munk_theory/links/55c6bbf408aea2d9bdc549a8/Study-on-phosphor-sedimentation-effect-in-white-light-emitting-diode-packages-by-modeling-multi-layer-phosphors-with-the-modified-Kubelka-Munk-theory.pdf","https://scholar.google.com/scholar?q=related:5UPUw5zIh_oJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
30,"L Simonot, M Thoury, J Delaney","Extension of the Kubelka–Munk theory for fluorescent turbid media to a nonopaque layer on a background",2011,"JOSA A","opg.optica.org","https://opg.optica.org/abstract.cfm?uri=josaa-28-7-1349","https://scholar.google.com/scholar?cites=11899963583300811997&as_sdt=2005&sciodt=2007&hl=en",69,"2024-02-09 13:10:22","","","","",,,,,30,2.31,10,3,13,"Photoluminescence is one of the processes by which photons are emitted after the absorption of incoming photons at a higher energy. But the yield and spectral band shape of the …","https://www.academia.edu/download/44244831/Extension_of_the_Kubelka-Munk_theory_for20160330-22309-a3qx7k.pdf","https://scholar.google.com/scholar?q=related:3by6jtQpJaUJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
84,"SK Loyalka, CA Riggs","Inverse problem in diffuse reflectance spectroscopy: Accuracy of the Kubelka-Munk equations",1995,"Applied spectroscopy","opg.optica.org","https://opg.optica.org/abstract.cfm?uri=as-49-8-1107","https://scholar.google.com/scholar?cites=8384830720646455683&as_sdt=2005&sciodt=2007&hl=en",70,"2024-02-09 13:10:22","","","","",,,,,84,2.90,42,2,29,"… Equation 49 is precisely that of Kubelka-Munk, while Eq. 48 is an exact result different from those of KubelkaMunk by a factor of two. Equation 48 agrees with Kubelka-Munk only in the …","","https://scholar.google.com/scholar?q=related:gyHqnR3nXHQJ:scholar.google.com/&scioq=intitle:kubelka+intitle:munk&hl=en&as_sdt=2007"
